disease,miRNA,disease_idx,miRNA_idx,label
"Carcinoma, Colon",hsa-let-7a,142,1,1
"Carcinoma, Gallbladder",hsa-let-7a,143,1,1
"Carcinoma, Gastric",hsa-let-7a,144,1,1
"Carcinoma, Hepatocellular",hsa-let-7a,18,1,1
"Carcinoma, Hepatocellular, HBV-Related",hsa-let-7a,19,1,1
"Carcinoma, Lung, Non-Small-Cell",hsa-let-7a,20,1,1
"Carcinoma, Nasopharyngeal",hsa-let-7a,148,1,1
"Carcinoma, Ovarian",hsa-let-7a,150,1,1
"Carcinoma, Pancreatic",hsa-let-7a,152,1,1
"Carcinoma, Renal Cell",hsa-let-7a,21,1,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-let-7a,155,1,1
"Carcinoma, Thyroid",hsa-let-7a,460,1,1
"Carcinoma, Thyroid, Papillary",hsa-let-7a,157,1,1
"Carcinoma, Urothelial, Upper Tract",hsa-let-7a,158,1,1
Cardiomyopathy,hsa-let-7a,159,1,1
Cardiovascular Diseases,hsa-let-7a,23,1,1
Cervical Neoplasms,hsa-let-7a,163,1,1
Cholesteatoma,hsa-let-7a,297,1,1
Chronic Kidney Disease,hsa-let-7a,167,1,1
Chronic Obstructive Pulmonary Disease,hsa-let-7a,168,1,1
Colon Neoplasms,hsa-let-7a,29,1,1
Colorectal Carcinoma,hsa-let-7a,30,1,1
Cutaneous Melanoma,hsa-let-7a,173,1,1
Diabetes Mellitus,hsa-let-7a,34,1,1
"Diabetes Mellitus, Gestational",hsa-let-7a,533,1,1
"Diabetes Mellitus, Type 2",hsa-let-7a,36,1,1
Digeorge Syndrome,hsa-let-7a,538,1,1
Esophageal Neoplasms,hsa-let-7a,186,1,1
Ewing Sarcoma,hsa-let-7a,188,1,1
Gastric Neoplasms,hsa-let-7a,42,1,1
Gastrointestinal Neoplasms,hsa-let-7a,193,1,1
Glioblastoma,hsa-let-7a,43,1,1
Head And Neck Neoplasms,hsa-let-7a,198,1,1
Heart Failure,hsa-let-7a,47,1,1
Hirschsprung Disease,hsa-let-7a,204,1,1
Human Papilloma Virus Infection,hsa-let-7a,328,1,1
Hypoxic-Ischemic Encephalopathy,hsa-let-7a,53,1,1
Kaposi Sarcoma,hsa-let-7a,391,1,1
Laryngeal Neoplasms,hsa-let-7a,456,1,1
Liver Cirrhosis,hsa-let-7a,226,1,1
Liver Neoplasms,hsa-let-7a,229,1,1
Lung Neoplasms,hsa-let-7a,69,1,1
"Lymphoma, Non-Hodgkin",hsa-let-7a,235,1,1
Macular Degeneration,hsa-let-7a,397,1,1
Melanoma,hsa-let-7a,76,1,1
Monocytic Leukemia,hsa-let-7a,590,1,1
Multiple Myeloma,hsa-let-7a,79,1,1
Multiple Sclerosis,hsa-let-7a,80,1,1
Neoplasms,hsa-let-7a,85,1,1
Osteosarcoma,hsa-let-7a,259,1,1
Ovarian Neoplasms,hsa-let-7a,88,1,1
Pancreatic Neoplasms,hsa-let-7a,89,1,1
Parkinson Disease,hsa-let-7a,90,1,1
Periodontitis,hsa-let-7a,611,1,1
Pituitary Neoplasms,hsa-let-7a,91,1,1
Pleural Mesothelioma,hsa-let-7a,343,1,1
Polycythemia Vera,hsa-let-7a,95,1,1
Pregnancy Complications,hsa-let-7a,620,1,1
Prostate Neoplasms,hsa-let-7a,99,1,1
Psoriasis,hsa-let-7a,267,1,1
Retinal Degeneration,hsa-let-7a,100,1,1
Retinoblastoma,hsa-let-7a,101,1,1
Salivary Gland Neoplasms,hsa-let-7a,629,1,1
Spinal Cord Injuries,hsa-let-7a,106,1,1
Squamous Cell Carcinoma,hsa-let-7a,369,1,1
"Squamous Cell Carcinoma, Esophageal",hsa-let-7a,109,1,1
"Squamous Cell Carcinoma, Head and Neck",hsa-let-7a,273,1,1
"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",hsa-let-7a,274,1,1
"Squamous Cell Carcinoma, Lung",hsa-let-7a,275,1,1
"Squamous Cell Carcinoma, Oral",hsa-let-7a,276,1,1
"Squamous Cell Carcinoma, Tongue",hsa-let-7a,429,1,1
Systemic Lupus Erythematosus,hsa-let-7a,112,1,1
Vascular Disease,hsa-let-7a,286,1,1
Vascular Hypertrophy,hsa-let-7a,115,1,1
Allergic Asthma,hsa-mir-135,125,185,1
Breast Neoplasms,hsa-mir-135,15,185,1
"Carcinoma, Urothelial, Upper Tract",hsa-mir-135,158,185,1
Glioma,hsa-mir-135,44,185,1
Glomerulonephritis,hsa-mir-135,45,185,1
Allergic Asthma,hsa-mir-144,125,200,1
Alzheimer Disease,hsa-mir-144,5,200,1
Anemia,hsa-mir-144,481,200,1
Atherosclerosis,hsa-mir-144,11,200,1
Atrial Fibrillation,hsa-mir-144,131,200,1
Bladder Neoplasms,hsa-mir-144,14,200,1
Breast Neoplasms,hsa-mir-144,15,200,1
Bronchiolitis Obliterans Syndrome,hsa-mir-144,502,200,1
"Carcinoma, Esophageal",hsa-mir-144,17,200,1
"Carcinoma, Gastric",hsa-mir-144,144,200,1
"Carcinoma, Hepatocellular",hsa-mir-144,18,200,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-144,20,200,1
"Carcinoma, Renal Cell",hsa-mir-144,21,200,1
"Carcinoma, Thyroid, Anaplastic",hsa-mir-144,510,200,1
"Carcinoma, Thyroid, Follicular",hsa-mir-144,156,200,1
"Carcinoma, Thyroid, Papillary",hsa-mir-144,157,200,1
Cardiovascular Diseases,hsa-mir-144,23,200,1
Cholangiocarcinoma,hsa-mir-144,26,200,1
Colorectal Carcinoma,hsa-mir-144,30,200,1
"Diabetes Mellitus, Type 2",hsa-mir-144,36,200,1
Diabetic Cardiomyopathies,hsa-mir-144,175,200,1
Eosinophilic Esophagitis,hsa-mir-144,39,200,1
Familial Mediterranean Fever,hsa-mir-144,40,200,1
"Fatty Liver, Non-Alcoholic",hsa-mir-144,41,200,1
Gastric Neoplasms,hsa-mir-144,42,200,1
Glaucoma,hsa-mir-144,196,200,1
Glioblastoma,hsa-mir-144,43,200,1
Hemophagocytic Lymphohistiocytosis,hsa-mir-144,732,200,1
Influenza,hsa-mir-144,212,200,1
Ischemia-Reperfusion Injury,hsa-mir-144,218,200,1
Ischemic Diseases,hsa-mir-144,310,200,1
Ischemic Heart Disease,hsa-mir-144,219,200,1
Laryngeal Neoplasms,hsa-mir-144,456,200,1
Leukemia,hsa-mir-144,55,200,1
"Leukemia, Myeloid, Chronic",hsa-mir-144,62,200,1
Liver Fibrosis,hsa-mir-144,361,200,1
Lung Neoplasms,hsa-mir-144,69,200,1
"Lymphoma, Hodgkin",hsa-mir-144,73,200,1
"Lymphoma, Large B-Cell",hsa-mir-144,347,200,1
Medulloblastoma,hsa-mir-144,314,200,1
Melanoma,hsa-mir-144,76,200,1
Metabolic Syndrome,hsa-mir-144,242,200,1
Mitochondrial Metabolism Disease,hsa-mir-144,589,200,1
Muscle Diseases,hsa-mir-144,245,200,1
Myocardial Infarction,hsa-mir-144,83,200,1
Nasopharyngeal Neoplasms,hsa-mir-144,84,200,1
Neoplasms,hsa-mir-144,85,200,1
Neurodegenerative Diseases,hsa-mir-144,86,200,1
Osteosarcoma,hsa-mir-144,259,200,1
Pleural Mesothelioma,hsa-mir-144,343,200,1
Preeclampsia,hsa-mir-144,96,200,1
Premature Ovarian Failure,hsa-mir-144,97,200,1
Prolactinoma,hsa-mir-144,771,200,1
Salivary Gland Neoplasms,hsa-mir-144,629,200,1
Schizophrenia,hsa-mir-144,103,200,1
"Squamous Cell Carcinoma, Cerevial",hsa-mir-144,407,200,1
"Squamous Cell Carcinoma, Oral",hsa-mir-144,276,200,1
"Stroke, Ischemic",hsa-mir-144,111,200,1
Thyroid Adenomas,hsa-mir-144,644,200,1
Thyroid Neoplasms,hsa-mir-144,113,200,1
"Tuberculosis, Pulmonary",hsa-mir-144,282,200,1
Uveal Melanoma,hsa-mir-144,285,200,1
Allergic Asthma,hsa-mir-146,125,203,1
Atherosclerosis,hsa-mir-146,11,203,1
Breast Neoplasms,hsa-mir-146,15,203,1
"Carcinoma, Colon",hsa-mir-146,142,203,1
"Carcinoma, Hepatocellular",hsa-mir-146,18,203,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-146,20,203,1
"Carcinoma, Renal Cell",hsa-mir-146,21,203,1
"Carcinoma, Thyroid, Papillary",hsa-mir-146,157,203,1
Cardiometabolic Disorders,hsa-mir-146,376,203,1
Cardiovascular Diseases,hsa-mir-146,23,203,1
Colorectal Carcinoma,hsa-mir-146,30,203,1
Coronary Artery Disease,hsa-mir-146,31,203,1
"Diabetes Mellitus, Type 1",hsa-mir-146,35,203,1
"Diabetes Mellitus, Type 2",hsa-mir-146,36,203,1
Hematologic Neoplasms,hsa-mir-146,200,203,1
Immune System Disease,hsa-mir-146,425,203,1
Inflammation,hsa-mir-146,211,203,1
Leukemia,hsa-mir-146,55,203,1
Lofgren Syndrome,hsa-mir-146,230,203,1
Lung Neoplasms,hsa-mir-146,69,203,1
Prion Diseases,hsa-mir-146,320,203,1
Retinal Degeneration,hsa-mir-146,100,203,1
Allergic Asthma,hsa-mir-193,125,270,1
Breast Neoplasms,hsa-mir-193,15,270,1
Chronic Obstructive Pulmonary Disease,hsa-mir-193,168,270,1
Gastric Neoplasms,hsa-mir-193,42,270,1
Liver Fibrosis,hsa-mir-193,361,270,1
Neoplasms,hsa-mir-193,85,270,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-193,109,270,1
Allergic Asthma,hsa-mir-365,125,490,1
Atherosclerosis,hsa-mir-365,11,490,1
"Carcinoma, Breast",hsa-mir-365,139,490,1
"Carcinoma, Hepatocellular",hsa-mir-365,18,490,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-365,20,490,1
Early-Stage Breast Carcinoma,hsa-mir-365,178,490,1
Gastric Neoplasms,hsa-mir-365,42,490,1
Glioma,hsa-mir-365,44,490,1
Heart Failure,hsa-mir-365,47,490,1
Leukemia,hsa-mir-365,55,490,1
Lymphoma,hsa-mir-365,71,490,1
Neuropsychiatric Disorders,hsa-mir-365,400,490,1
Osteoarthritis,hsa-mir-365,257,490,1
Osteosarcoma,hsa-mir-365,259,490,1
Pancreatic Neoplasms,hsa-mir-365,89,490,1
Schizophrenia,hsa-mir-365,103,490,1
"Squamous Cell Carcinoma, Skin or Unspecific",hsa-mir-365,637,490,1
Systemic Lupus Erythematosus,hsa-mir-365,112,490,1
Allergic Rhinitis,hsa-mir-498,4,707,1
"Allergic Rhinitis,Perennial",hsa-mir-498,752,707,1
Asthma,hsa-mir-498,10,707,1
"Carcinoma, Hepatocellular",hsa-mir-498,18,707,1
Colon Neoplasms,hsa-mir-498,29,707,1
Colorectal Carcinoma,hsa-mir-498,30,707,1
Kaposi Sarcoma,hsa-mir-498,391,707,1
"Leukemia, Myeloid, Chronic",hsa-mir-498,62,707,1
Lung Neoplasms,hsa-mir-498,69,707,1
Neoplasms,hsa-mir-498,85,707,1
Ovarian Neoplasms,hsa-mir-498,88,707,1
Rheumatoid Arthritis,hsa-mir-498,102,707,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-498,109,707,1
"Squamous Cell Carcinoma, Tongue",hsa-mir-498,429,707,1
Allergic Rhinitis,hsa-mir-874,4,1011,1
"Allergic Rhinitis,Perennial",hsa-mir-874,752,1011,1
Asthma,hsa-mir-874,10,1011,1
Bladder Neoplasms,hsa-mir-874,14,1011,1
Breast Neoplasms,hsa-mir-874,15,1011,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-874,20,1011,1
"Carcinoma, Pancreatic",hsa-mir-874,152,1011,1
Colorectal Carcinoma,hsa-mir-874,30,1011,1
Gastric Neoplasms,hsa-mir-874,42,1011,1
HIV-Associated Lipodystrophy,hsa-mir-874,834,1011,1
Intrahepatic Cholangiocarcinoma,hsa-mir-874,216,1011,1
Ischemia-Reperfusion Injury,hsa-mir-874,218,1011,1
Mild Cognitive Impairment,hsa-mir-874,243,1011,1
Multiple Sclerosis,hsa-mir-874,80,1011,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-874,273,1011,1
"Squamous Cell Carcinoma, Maxillary Sinus",hsa-mir-874,636,1011,1
Allergic Rhinitis,hsa-mir-886,4,1015,1
Asthma,hsa-mir-886,10,1015,1
Brain Disease,hsa-mir-886,135,1015,1
Breast Neoplasms,hsa-mir-886,15,1015,1
"Carcinoma, Breast",hsa-mir-886,139,1015,1
Colon Neoplasms,hsa-mir-886,29,1015,1
Colorectal Carcinoma,hsa-mir-886,30,1015,1
Early-Stage Small-Cell Lung Carcinoma,hsa-mir-886,543,1015,1
Lung Neoplasms,hsa-mir-886,69,1015,1
"Lymphoma, Large B-Cell",hsa-mir-886,347,1015,1
"Lymphoma, T-Cell",hsa-mir-886,236,1015,1
Ovarian Neoplasms,hsa-mir-886,88,1015,1
Vascular Disease,hsa-mir-886,286,1015,1
"Allergic Rhinitis,Perennial",hsa-mir-767,752,1001,1
Glioma,hsa-mir-767,44,1001,1
Melanoma,hsa-mir-767,76,1001,1
Neoplasms,hsa-mir-767,85,1001,1
Alopecia,hsa-mir-575,478,862,1
Aortic Stenosis,hsa-mir-575,7,862,1
Breast Neoplasms,hsa-mir-575,15,862,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-575,20,862,1
Leukemia,hsa-mir-575,55,862,1
Lupus Vulgaris,hsa-mir-575,70,862,1
Obesity,hsa-mir-575,87,862,1
Pregnancy Complications,hsa-mir-575,620,862,1
Alopecia,hsa-mir-602,478,887,1
"Carcinoma, Hepatocellular",hsa-mir-602,18,887,1
"Carcinoma, Hepatocellular, HBV-Related",hsa-mir-602,19,887,1
Hepatitis B Virus Infection,hsa-mir-602,201,887,1
Lupus Vulgaris,hsa-mir-602,70,887,1
Alzheimer Disease,hsa-let-7f,5,9,1
Asthma,hsa-let-7f,10,9,1
Breast Neoplasms,hsa-let-7f,15,9,1
Bronchopulmonary Dysplasia,hsa-let-7f,136,9,1
"Carcinoma, Hepatocellular",hsa-let-7f,18,9,1
"Carcinoma, Lung, Non-Small-Cell",hsa-let-7f,20,9,1
"Carcinoma, Pancreatic",hsa-let-7f,152,9,1
"Carcinoma, Renal Cell",hsa-let-7f,21,9,1
"Carcinoma, Urothelial, Upper Tract",hsa-let-7f,158,9,1
Cerebral Ischemia,hsa-let-7f,296,9,1
Colon Neoplasms,hsa-let-7f,29,9,1
"Diabetes Mellitus, Type 2",hsa-let-7f,36,9,1
Endometriosis,hsa-let-7f,38,9,1
Glioma,hsa-let-7f,44,9,1
Head And Neck Neoplasms,hsa-let-7f,198,9,1
Hepatitis C Virus Infection,hsa-let-7f,49,9,1
Ischemia,hsa-let-7f,340,9,1
"Leukemia, Lymphoblastic, Acute, Childhood",hsa-let-7f,58,9,1
"Leukemia, Myeloid, Acute",hsa-let-7f,60,9,1
Liver Diseases,hsa-let-7f,227,9,1
Lung Neoplasms,hsa-let-7f,69,9,1
Neoplasms,hsa-let-7f,85,9,1
Nervous System Diseases,hsa-let-7f,362,9,1
Obesity,hsa-let-7f,87,9,1
Ovarian Neoplasms,hsa-let-7f,88,9,1
Pituitary Neoplasms,hsa-let-7f,91,9,1
Pulmonary Sarcoidosis,hsa-let-7f,809,9,1
Retinal Degeneration,hsa-let-7f,100,9,1
Retinoblastoma,hsa-let-7f,101,9,1
"Squamous Cell Carcinoma, Oral",hsa-let-7f,276,9,1
Thyroid Neoplasms,hsa-let-7f,113,9,1
Vascular Disease,hsa-let-7f,286,9,1
Alzheimer Disease,hsa-mir-101,5,16,1
Atherosclerosis,hsa-mir-101,11,16,1
Bladder Neoplasms,hsa-mir-101,14,16,1
Breast Neoplasms,hsa-mir-101,15,16,1
"Carcinoma, Bladder",hsa-mir-101,138,16,1
"Carcinoma, Breast",hsa-mir-101,139,16,1
"Carcinoma, Breast, Triple Negative",hsa-mir-101,140,16,1
"Carcinoma, Cervical",hsa-mir-101,141,16,1
"Carcinoma, Colon",hsa-mir-101,142,16,1
"Carcinoma, Endometrial",hsa-mir-101,352,16,1
"Carcinoma, Esophageal",hsa-mir-101,17,16,1
"Carcinoma, Hepatocellular",hsa-mir-101,18,16,1
"Carcinoma, Hepatocellular, HBV-Related",hsa-mir-101,19,16,1
"Carcinoma, Laryngeal",hsa-mir-101,432,16,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-101,20,16,1
"Carcinoma, Nasopharyngeal",hsa-mir-101,148,16,1
"Carcinoma, Ovarian",hsa-mir-101,150,16,1
"Carcinoma, Pancreatic",hsa-mir-101,152,16,1
"Carcinoma, Prostate",hsa-mir-101,153,16,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-101,155,16,1
Colon Neoplasms,hsa-mir-101,29,16,1
Colorectal Carcinoma,hsa-mir-101,30,16,1
"Diabetes Mellitus, Gestational",hsa-mir-101,533,16,1
"Diabetes Mellitus, Type 2",hsa-mir-101,36,16,1
Early-Stage Cervical Squamous Cell Carcinoma,hsa-mir-101,179,16,1
Endocrine Gland Neoplasms,hsa-mir-101,759,16,1
Gastric Neoplasms,hsa-mir-101,42,16,1
Gastrointestinal Neoplasms,hsa-mir-101,193,16,1
Glioblastoma,hsa-mir-101,43,16,1
Glioma,hsa-mir-101,44,16,1
Graves Disease,hsa-mir-101,46,16,1
Heart Transplant Rejection,hsa-mir-101,337,16,1
Hemophagocytic Lymphohistiocytosis,hsa-mir-101,732,16,1
Hepatitis B Virus Infection,hsa-mir-101,201,16,1
Immune System Disease,hsa-mir-101,425,16,1
Inflammation,hsa-mir-101,211,16,1
Intrahepatic Cholangiocarcinoma,hsa-mir-101,216,16,1
"Leukemia, Lymphoblastic, Acute",hsa-mir-101,57,16,1
"Leukemia, Lymphoblastic, Acute, T-Cell",hsa-mir-101,224,16,1
"Leukemia, Myeloid, Chronic",hsa-mir-101,62,16,1
Liver Fibrosis,hsa-mir-101,361,16,1
Liver Neoplasms,hsa-mir-101,229,16,1
Lung Neoplasms,hsa-mir-101,69,16,1
"Lymphoma, Burkitt",hsa-mir-101,233,16,1
Medulloblastoma,hsa-mir-101,314,16,1
Melanoma,hsa-mir-101,76,16,1
Mycobacterium tuberculosis Infection,hsa-mir-101,248,16,1
Neoplasms,hsa-mir-101,85,16,1
Osteoarthritis,hsa-mir-101,257,16,1
Osteosarcoma,hsa-mir-101,259,16,1
Pancreatic Neoplasms,hsa-mir-101,89,16,1
Pheochromocytoma,hsa-mir-101,615,16,1
Pleural Mesothelioma,hsa-mir-101,343,16,1
Prostate Neoplasms,hsa-mir-101,99,16,1
Retinoblastoma,hsa-mir-101,101,16,1
Rheumatic Heart Diseases,hsa-mir-101,270,16,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-101,109,16,1
"Squamous Cell Carcinoma, Oral",hsa-mir-101,276,16,1
Thyroid Adenomas,hsa-mir-101,644,16,1
Alzheimer Disease,hsa-mir-103a,5,22,1
"Aortic Aneurysm, Abdominal",hsa-mir-103a,128,22,1
Autism Spectrum Disorder,hsa-mir-103a,12,22,1
Breast Neoplasms,hsa-mir-103a,15,22,1
"Carcinoma, Breast",hsa-mir-103a,139,22,1
"Carcinoma, Breast, Triple Negative",hsa-mir-103a,140,22,1
"Carcinoma, Colon",hsa-mir-103a,142,22,1
"Carcinoma, Ovarian",hsa-mir-103a,150,22,1
Gastric Neoplasms,hsa-mir-103a,42,22,1
Helicobacter pylori Infection,hsa-mir-103a,359,22,1
Mesothelioma,hsa-mir-103a,77,22,1
Pancreatic Neoplasms,hsa-mir-103a,89,22,1
Vulvar Squamous Tumor,hsa-mir-103a,823,22,1
Alzheimer Disease,hsa-mir-128-1,5,126,1
Astrocytoma,hsa-mir-128-1,446,126,1
Breast Neoplasms,hsa-mir-128-1,15,126,1
Gastric Neoplasms,hsa-mir-128-1,42,126,1
Glioblastoma,hsa-mir-128-1,43,126,1
Glioma,hsa-mir-128-1,44,126,1
Interstitial Lung Disease,hsa-mir-128-1,214,126,1
"Leukemia, Acute",hsa-mir-128-1,223,126,1
"Lymphoma, Hodgkin",hsa-mir-128-1,73,126,1
Multiple Sclerosis,hsa-mir-128-1,80,126,1
Neuroblastoma,hsa-mir-128-1,363,126,1
Ovarian Neoplasms,hsa-mir-128-1,88,126,1
Preeclampsia,hsa-mir-128-1,96,126,1
Alzheimer Disease,hsa-mir-128-2,5,128,1
Breast Neoplasms,hsa-mir-128-2,15,128,1
"Carcinoma, Hepatocellular",hsa-mir-128-2,18,128,1
Colon Neoplasms,hsa-mir-128-2,29,128,1
Gastric Neoplasms,hsa-mir-128-2,42,128,1
Glioblastoma,hsa-mir-128-2,43,128,1
Glioma,hsa-mir-128-2,44,128,1
Interstitial Lung Disease,hsa-mir-128-2,214,128,1
"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",hsa-mir-128-2,67,128,1
Lung Neoplasms,hsa-mir-128-2,69,128,1
"Lymphoma, Hodgkin",hsa-mir-128-2,73,128,1
Multiple Sclerosis,hsa-mir-128-2,80,128,1
Neuroblastoma,hsa-mir-128-2,363,128,1
Ovarian Neoplasms,hsa-mir-128-2,88,128,1
Pancreatic Neoplasms,hsa-mir-128-2,89,128,1
Preeclampsia,hsa-mir-128-2,96,128,1
Alzheimer Disease,hsa-mir-1285,5,131,1
Breast Neoplasms,hsa-mir-1285,15,131,1
"Carcinoma, Hepatocellular",hsa-mir-1285,18,131,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-1285,20,131,1
Wound Healing,hsa-mir-1285,443,131,1
Alzheimer Disease,hsa-mir-137,5,191,1
Astrocytoma,hsa-mir-137,446,191,1
Bladder Neoplasms,hsa-mir-137,14,191,1
Breast Neoplasms,hsa-mir-137,15,191,1
"Carcinoma, Adrenocortical",hsa-mir-137,16,191,1
"Carcinoma, Breast",hsa-mir-137,139,191,1
"Carcinoma, Colon",hsa-mir-137,142,191,1
"Carcinoma, Gastric",hsa-mir-137,144,191,1
"Carcinoma, Hepatocellular",hsa-mir-137,18,191,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-137,20,191,1
"Carcinoma, Lung, Small-Cell",hsa-mir-137,147,191,1
"Carcinoma, Oral",hsa-mir-137,149,191,1
"Carcinoma, Ovarian",hsa-mir-137,150,191,1
"Carcinoma, Thyroid, Follicular",hsa-mir-137,156,191,1
Colon Neoplasms,hsa-mir-137,29,191,1
Colorectal Carcinoma,hsa-mir-137,30,191,1
Cutaneous Melanoma,hsa-mir-137,173,191,1
"Diabetes Mellitus, Gestational",hsa-mir-137,533,191,1
Endocrine Gland Neoplasms,hsa-mir-137,759,191,1
Gastric Neoplasms,hsa-mir-137,42,191,1
Gastrointestinal Stromal Tumor,hsa-mir-137,435,191,1
Glioblastoma,hsa-mir-137,43,191,1
Glioma,hsa-mir-137,44,191,1
Huntington Disease,hsa-mir-137,205,191,1
Intellectual Disability,hsa-mir-137,572,191,1
Leiomyoma,hsa-mir-137,693,191,1
Lung Neoplasms,hsa-mir-137,69,191,1
Melanoma,hsa-mir-137,76,191,1
Meningioma,hsa-mir-137,586,191,1
Multiple Myeloma,hsa-mir-137,79,191,1
Neoplasms,hsa-mir-137,85,191,1
Neuroblastoma,hsa-mir-137,363,191,1
Oligodendroglioma,hsa-mir-137,708,191,1
Osteosarcoma,hsa-mir-137,259,191,1
Ovarian Neoplasms,hsa-mir-137,88,191,1
Psychiatric Disorders,hsa-mir-137,405,191,1
Rectal Neoplasms,hsa-mir-137,269,191,1
Schizophrenia,hsa-mir-137,103,191,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-137,273,191,1
"Squamous Cell Carcinoma, Oral",hsa-mir-137,276,191,1
"Squamous Cell Carcinoma, Tongue",hsa-mir-137,429,191,1
Vascular Injuries,hsa-mir-137,430,191,1
Alzheimer Disease,hsa-mir-139,5,195,1
Behcet Disease,hsa-mir-139,133,195,1
Bladder Neoplasms,hsa-mir-139,14,195,1
Breast Neoplasms,hsa-mir-139,15,195,1
"Carcinoma, Adrenocortical",hsa-mir-139,16,195,1
"Carcinoma, Basal Cell",hsa-mir-139,503,195,1
"Carcinoma, Bladder",hsa-mir-139,138,195,1
"Carcinoma, Breast",hsa-mir-139,139,195,1
"Carcinoma, Cervical",hsa-mir-139,141,195,1
"Carcinoma, Colon",hsa-mir-139,142,195,1
"Carcinoma, Hepatocellular",hsa-mir-139,18,195,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-139,20,195,1
"Carcinoma, Prostate",hsa-mir-139,153,195,1
"Carcinoma, Rectal",hsa-mir-139,154,195,1
"Carcinoma, Renal Cell",hsa-mir-139,21,195,1
"Carcinoma, Thyroid, Follicular",hsa-mir-139,156,195,1
Chronic Brucellosis,hsa-mir-139,787,195,1
Colorectal Carcinoma,hsa-mir-139,30,195,1
Early-Stage Breast Carcinoma,hsa-mir-139,178,195,1
Epilepsy,hsa-mir-139,185,195,1
Gastric Neoplasms,hsa-mir-139,42,195,1
Glioblastoma,hsa-mir-139,43,195,1
Glioma,hsa-mir-139,44,195,1
Heart Failure,hsa-mir-139,47,195,1
Ischemic Heart Disease,hsa-mir-139,219,195,1
Leukemia,hsa-mir-139,55,195,1
"Leukemia, Myeloid",hsa-mir-139,313,195,1
Lung Neoplasms,hsa-mir-139,69,195,1
Lymphoma,hsa-mir-139,71,195,1
Medulloblastoma,hsa-mir-139,314,195,1
Neoplasms,hsa-mir-139,85,195,1
Neurodegenerative Diseases,hsa-mir-139,86,195,1
Oral Neoplasms,hsa-mir-139,256,195,1
Osteoarthritis,hsa-mir-139,257,195,1
Pancreatic Neoplasms,hsa-mir-139,89,195,1
Parathyroid Carcinoma,hsa-mir-139,804,195,1
Pediatric Ependymoma,hsa-mir-139,607,195,1
Primary Biliary Cirrhosis,hsa-mir-139,98,195,1
Rheumatoid Arthritis,hsa-mir-139,102,195,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-139,109,195,1
"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",hsa-mir-139,274,195,1
"Squamous Cell Carcinoma, Oral",hsa-mir-139,276,195,1
Urinary Bladder Cancer,hsa-mir-139,114,195,1
Alzheimer Disease,hsa-mir-153-1,5,223,1
Endometrial Neoplasms,hsa-mir-153-1,183,223,1
Glioblastoma,hsa-mir-153-1,43,223,1
Medulloblastoma,hsa-mir-153-1,314,223,1
Neoplasms,hsa-mir-153-1,85,223,1
Prostate Neoplasms,hsa-mir-153-1,99,223,1
Rectal Neoplasms,hsa-mir-153-1,269,223,1
Alzheimer Disease,hsa-mir-153-2,5,224,1
Breast Neoplasms,hsa-mir-153-2,15,224,1
Endometrial Neoplasms,hsa-mir-153-2,183,224,1
Glioblastoma,hsa-mir-153-2,43,224,1
Medulloblastoma,hsa-mir-153-2,314,224,1
Melanoma,hsa-mir-153-2,76,224,1
Neoplasms,hsa-mir-153-2,85,224,1
Ovarian Neoplasms,hsa-mir-153-2,88,224,1
Prostate Neoplasms,hsa-mir-153-2,99,224,1
Rectal Neoplasms,hsa-mir-153-2,269,224,1
Alzheimer Disease,hsa-mir-181c,5,244,1
Brain Neoplasms,hsa-mir-181c,291,244,1
Breast Neoplasms,hsa-mir-181c,15,244,1
"Carcinoma, Basal Cell",hsa-mir-181c,503,244,1
"Carcinoma, Hepatocellular",hsa-mir-181c,18,244,1
"Carcinoma, Urothelial, Upper Tract",hsa-mir-181c,158,244,1
Cholangiocarcinoma,hsa-mir-181c,26,244,1
Diabetic Vasculopathy,hsa-mir-181c,536,244,1
Epilepsy,hsa-mir-181c,185,244,1
Fanconi Anemia,hsa-mir-181c,434,244,1
Gastric Neoplasms,hsa-mir-181c,42,244,1
Glioblastoma,hsa-mir-181c,43,244,1
Heart Failure,hsa-mir-181c,47,244,1
Helicobacter pylori Infection,hsa-mir-181c,359,244,1
